question,label
가시파래 받으러 오세요,O B-COMMENT E-COMMENT
굴 받으러 오세요,O B-COMMENT E-COMMENT
멍게 받으러 오세요,O B-COMMENT E-COMMENT
새우젓 받으러 오세요,O B-COMMENT E-COMMENT
오만둥이 받으러 오세요,O B-COMMENT E-COMMENT
참갑오징어 받으러 오세요,O B-COMMENT E-COMMENT
참꼴뚜기 받으러 오세요,O B-COMMENT E-COMMENT
홍합 받으러 오세요,O B-COMMENT E-COMMENT
참도박 받으러 오세요,O B-COMMENT E-COMMENT
철모새우 받으러 오세요,O B-COMMENT E-COMMENT
청해삼 받으러 오세요,O B-COMMENT E-COMMENT
치어 받으러 오세요,O B-COMMENT E-COMMENT
화살꼴뚜기 받으러 오세요,O B-COMMENT E-COMMENT
황석어 받으러 오세요,O B-COMMENT E-COMMENT
흑해삼 받으러 오세요,O B-COMMENT E-COMMENT
귀리 받으러 오세요,O B-COMMENT E-COMMENT
메밀 받으러 오세요,O B-COMMENT E-COMMENT
메밀묵 받으러 오세요,O B-COMMENT E-COMMENT
튀밥 받으러 오세요,O B-COMMENT E-COMMENT
쌀엿강정 받으러 오세요,O B-COMMENT E-COMMENT
개피떡 받으러 오세요,O B-COMMENT E-COMMENT
멥쌀떡 받으러 오세요,O B-COMMENT E-COMMENT
백미 받으러 오세요,O B-COMMENT E-COMMENT
칠분도미 받으러 오세요,O B-COMMENT E-COMMENT
현미 받으러 오세요,O B-COMMENT E-COMMENT
강력밀가루 받으러 오세요,O B-COMMENT E-COMMENT
도우넛가루 받으러 오세요,O B-COMMENT E-COMMENT
박력밀가루 받으러 오세요,O B-COMMENT E-COMMENT
부침가루 받으러 오세요,O B-COMMENT E-COMMENT
빵가루 받으러 오세요,O B-COMMENT E-COMMENT
중력밀가루 받으러 오세요,O B-COMMENT E-COMMENT
통밀가루 받으러 오세요,O B-COMMENT E-COMMENT
튀김가루 받으러 오세요,O B-COMMENT E-COMMENT
팬케이크가루 받으러 오세요,O B-COMMENT E-COMMENT
카무트 받으러 오세요,O B-COMMENT E-COMMENT
건빵 받으러 오세요,O B-COMMENT E-COMMENT
밤만주 받으러 오세요,O B-COMMENT E-COMMENT
모나카 받으러 오세요,O B-COMMENT E-COMMENT
비스킷 받으러 오세요,O B-COMMENT E-COMMENT
전병 받으러 오세요,O B-COMMENT E-COMMENT
김전병 받으러 오세요,O B-COMMENT E-COMMENT
새우과자 받으러 오세요,O B-COMMENT E-COMMENT
옥수수과자 받으러 오세요,O B-COMMENT E-COMMENT
대추꿀약과 받으러 오세요,O B-COMMENT E-COMMENT
와플 받으러 오세요,O B-COMMENT E-COMMENT
바닐라 웨하스 받으러 오세요,O O B-COMMENT E-COMMENT
초코볼 받으러 오세요,O B-COMMENT E-COMMENT
초코파이 받으러 오세요,O B-COMMENT E-COMMENT
통밀 쿠키 받으러 오세요,O O B-COMMENT E-COMMENT
땅콩버터 쿠키 받으러 오세요,O O B-COMMENT E-COMMENT
버터 쿠키 받으러 오세요,O O B-COMMENT E-COMMENT
크랙커 받으러 오세요,O B-COMMENT E-COMMENT
땅콩샌드 크랙커 받으러 오세요,O O B-COMMENT E-COMMENT
치즈샌드 크랙커 받으러 오세요,O O B-COMMENT E-COMMENT
채소 크랙커 받으러 오세요,O O B-COMMENT E-COMMENT
피칸파이 받으러 오세요,O B-COMMENT E-COMMENT
뻥튀기 받으러 오세요,O B-COMMENT E-COMMENT
마카로니 과자 받으러 오세요,O O B-COMMENT E-COMMENT
국수 받으러 오세요,O B-COMMENT E-COMMENT
소면국수 받으러 오세요,O B-COMMENT E-COMMENT
중국국수 받으러 오세요,O B-COMMENT E-COMMENT
바게트빵 받으러 오세요,O B-COMMENT E-COMMENT
옥수수 식빵 받으러 오세요,O O B-COMMENT E-COMMENT
옥수수빵 받으러 오세요,O B-COMMENT E-COMMENT
잼빵 받으러 오세요,O B-COMMENT E-COMMENT
크로와상 받으러 오세요,O B-COMMENT E-COMMENT
크로켓 받으러 오세요,O B-COMMENT E-COMMENT
크림빵 받으러 오세요,O B-COMMENT E-COMMENT
팥빵 받으러 오세요,O B-COMMENT E-COMMENT
붕어빵 받으러 오세요,O B-COMMENT E-COMMENT
소시지빵 받으러 오세요,O B-COMMENT E-COMMENT
과일 후르츠 받으러 오세요,O O B-COMMENT E-COMMENT
팬케이크 받으러 오세요,O B-COMMENT E-COMMENT
마카로니 받으러 오세요,O B-COMMENT E-COMMENT
스파게티 받으러 오세요,O B-COMMENT E-COMMENT
보리 받으러 오세요,O B-COMMENT E-COMMENT
엿기름 받으러 오세요,O B-COMMENT E-COMMENT
찰보리 받으러 오세요,O B-COMMENT E-COMMENT
늘보리 받으러 오세요,O B-COMMENT E-COMMENT
통수수 받으러 오세요,O B-COMMENT E-COMMENT
수수 받으러 오세요,O B-COMMENT E-COMMENT
시리얼 받으러 오세요,O B-COMMENT E-COMMENT
아마란스 받으러 오세요,O B-COMMENT E-COMMENT
옥수수 받으러 오세요,O B-COMMENT E-COMMENT
찰옥수수 받으러 오세요,O B-COMMENT E-COMMENT
강냉이 받으러 오세요,O B-COMMENT E-COMMENT
콘칩 받으러 오세요,O B-COMMENT E-COMMENT
팝콘 받으러 오세요,O B-COMMENT E-COMMENT
율무 받으러 오세요,O B-COMMENT E-COMMENT
율무죽 받으러 오세요,O B-COMMENT E-COMMENT
잡곡 받으러 오세요,O B-COMMENT E-COMMENT
조 받으러 오세요,O B-COMMENT E-COMMENT
찹쌀 받으러 오세요,O B-COMMENT E-COMMENT
찹쌀미숫가루 받으러 오세요,O B-COMMENT E-COMMENT
퀴노아 받으러 오세요,O B-COMMENT E-COMMENT
호밀 받으러 오세요,O B-COMMENT E-COMMENT
호밀빵 받으러 오세요,O B-COMMENT E-COMMENT
감자 받으러 오세요,O B-COMMENT E-COMMENT
감자칩 받으러 오세요,O B-COMMENT E-COMMENT
으깬감자 받으러 오세요,O B-COMMENT E-COMMENT
곤약 받으러 오세요,O B-COMMENT E-COMMENT
돼지감자 받으러 오세요,O B-COMMENT E-COMMENT
마 받으러 오세요,O B-COMMENT E-COMMENT
아피오스감자 받으러 오세요,O B-COMMENT E-COMMENT
야콘 받으러 오세요,O B-COMMENT E-COMMENT
전분 받으러 오세요,O B-COMMENT E-COMMENT
천마 받으러 오세요,O B-COMMENT E-COMMENT
칡뿌리 받으러 오세요,O B-COMMENT E-COMMENT
칡즙 받으러 오세요,O B-COMMENT E-COMMENT
토란 받으러 오세요,O B-COMMENT E-COMMENT
꿀 받으러 오세요,O B-COMMENT E-COMMENT
로얄제리 받으러 오세요,O B-COMMENT E-COMMENT
젤라틴 받으러 오세요,O B-COMMENT E-COMMENT
포도당 받으러 오세요,O B-COMMENT E-COMMENT
푸딩 받으러 오세요,O B-COMMENT E-COMMENT
강낭콩 받으러 오세요,O B-COMMENT E-COMMENT
녹두 받으러 오세요,O B-COMMENT E-COMMENT
녹두묵 받으러 오세요,O B-COMMENT E-COMMENT
동부 받으러 오세요,O B-COMMENT E-COMMENT
리마콩 받으러 오세요,O B-COMMENT E-COMMENT
완두 받으러 오세요,O B-COMMENT E-COMMENT
작두 받으러 오세요,O B-COMMENT E-COMMENT
잠두 받으러 오세요,O B-COMMENT E-COMMENT
쥐눈이콩 받으러 오세요,O B-COMMENT E-COMMENT
콩 받으러 오세요,O B-COMMENT E-COMMENT
두부 받으러 오세요,O B-COMMENT E-COMMENT
순두부 받으러 오세요,O B-COMMENT E-COMMENT
연두부 받으러 오세요,O B-COMMENT E-COMMENT
유부 받으러 오세요,O B-COMMENT E-COMMENT
비지 받으러 오세요,O B-COMMENT E-COMMENT
두유 받으러 오세요,O B-COMMENT E-COMMENT
팥 받으러 오세요,O B-COMMENT E-COMMENT
헤이즐넛 받으러 오세요,O B-COMMENT E-COMMENT
도토리 받으러 오세요,O B-COMMENT E-COMMENT
도토리 국수 받으러 오세요,O O B-COMMENT E-COMMENT
땅콩 받으러 오세요,O B-COMMENT E-COMMENT
때죽 받으러 오세요,O B-COMMENT E-COMMENT
마가목 받으러 오세요,O B-COMMENT E-COMMENT
마름 받으러 오세요,O B-COMMENT E-COMMENT
마카다미아넛 받으러 오세요,O B-COMMENT E-COMMENT
머루씨 받으러 오세요,O B-COMMENT E-COMMENT
목화씨 받으러 오세요,O B-COMMENT E-COMMENT
생 받으러 오세요,O B-COMMENT E-COMMENT
밤 받으러 오세요,O B-COMMENT E-COMMENT
브라질너트 받으러 오세요,O B-COMMENT E-COMMENT
삼씨 받으러 오세요,O B-COMMENT E-COMMENT
수박씨 받으러 오세요,O B-COMMENT E-COMMENT
아마씨 받으러 오세요,O B-COMMENT E-COMMENT
아몬드 받으러 오세요,O B-COMMENT E-COMMENT
연씨 받으러 오세요,O B-COMMENT E-COMMENT
은행 받으러 오세요,O B-COMMENT E-COMMENT
잣 받으러 오세요,O B-COMMENT E-COMMENT
잣두부 받으러 오세요,O B-COMMENT E-COMMENT
참깨 받으러 오세요,O B-COMMENT E-COMMENT
참깨죽 받으러 오세요,O B-COMMENT E-COMMENT
치아씨 받으러 오세요,O B-COMMENT E-COMMENT
코코넛 받으러 오세요,O B-COMMENT E-COMMENT
코코넛수 받으러 오세요,O B-COMMENT E-COMMENT
피스타치오넛 받으러 오세요,O B-COMMENT E-COMMENT
피칸 받으러 오세요,O B-COMMENT E-COMMENT
해바라기씨 받으러 오세요,O B-COMMENT E-COMMENT
호두 받으러 오세요,O B-COMMENT E-COMMENT
호박씨 받으러 오세요,O B-COMMENT E-COMMENT
가시오갈피 받으러 오세요,O B-COMMENT E-COMMENT
가죽나물 받으러 오세요,O B-COMMENT E-COMMENT
가지 받으러 오세요,O B-COMMENT E-COMMENT
갓 받으러 오세요,O B-COMMENT E-COMMENT
강남조나물 받으러 오세요,O B-COMMENT E-COMMENT
갬추 받으러 오세요,O B-COMMENT E-COMMENT
갯기름나물 받으러 오세요,O B-COMMENT E-COMMENT
게걸무 받으러 오세요,O B-COMMENT E-COMMENT
겨자 받으러 오세요,O B-COMMENT E-COMMENT
고려엉겅퀴 받으러 오세요,O B-COMMENT E-COMMENT
고비 받으러 오세요,O B-COMMENT E-COMMENT
고사리 받으러 오세요,O B-COMMENT E-COMMENT
고수 받으러 오세요,O B-COMMENT E-COMMENT
풋고추 받으러 오세요,O B-COMMENT E-COMMENT
고추 받으러 오세요,O B-COMMENT E-COMMENT
오이고추 받으러 오세요,O B-COMMENT E-COMMENT
청양고추 받으러 오세요,O B-COMMENT E-COMMENT
고춧잎 받으러 오세요,O B-COMMENT E-COMMENT
고추냉이 받으러 오세요,O B-COMMENT E-COMMENT
곤달비 받으러 오세요,O B-COMMENT E-COMMENT
곰취 받으러 오세요,O B-COMMENT E-COMMENT
공심채 받으러 오세요,O B-COMMENT E-COMMENT
꾸지뽕 받으러 오세요,O B-COMMENT E-COMMENT
구기자 받으러 오세요,O B-COMMENT E-COMMENT
국화꽃 받으러 오세요,O B-COMMENT E-COMMENT
근대 받으러 오세요,O B-COMMENT E-COMMENT
꼬깔나물 받으러 오세요,O B-COMMENT E-COMMENT
냉이 받으러 오세요,O B-COMMENT E-COMMENT
넘취 받으러 오세요,O B-COMMENT E-COMMENT
녹색완두 받으러 오세요,O B-COMMENT E-COMMENT
누룩치 받으러 오세요,O B-COMMENT E-COMMENT
누리장나무잎 받으러 오세요,O B-COMMENT E-COMMENT
는쟁이냉이 받으러 오세요,O B-COMMENT E-COMMENT
달래 받으러 오세요,O B-COMMENT E-COMMENT
일당귀 받으러 오세요,O B-COMMENT E-COMMENT
참당귀 받으러 오세요,O B-COMMENT E-COMMENT
당근 받으러 오세요,O B-COMMENT E-COMMENT
더덕 받으러 오세요,O B-COMMENT E-COMMENT
도라지 받으러 오세요,O B-COMMENT E-COMMENT
돌나물 받으러 오세요,O B-COMMENT E-COMMENT
동아 받으러 오세요,O B-COMMENT E-COMMENT
두릅 받으러 오세요,O B-COMMENT E-COMMENT
둥글레 받으러 오세요,O B-COMMENT E-COMMENT
들깨 받으러 오세요,O B-COMMENT E-COMMENT
들깻잎 받으러 오세요,O B-COMMENT E-COMMENT
들깻잎장아찌 받으러 오세요,O B-COMMENT E-COMMENT
로카 받으러 오세요,O B-COMMENT E-COMMENT
루꼴라 받으러 오세요,O B-COMMENT E-COMMENT
리크 받으러 오세요,O B-COMMENT E-COMMENT
깐마늘 받으러 오세요,O B-COMMENT E-COMMENT
마늘 받으러 오세요,O B-COMMENT E-COMMENT
통마늘 받으러 오세요,O B-COMMENT E-COMMENT
풋마늘줄기 받으러 오세요,O B-COMMENT E-COMMENT
마늘종 받으러 오세요,O B-COMMENT E-COMMENT
마타리 받으러 오세요,O B-COMMENT E-COMMENT
머위 받으러 오세요,O B-COMMENT E-COMMENT
모링가 받으러 오세요,O B-COMMENT E-COMMENT
모시풀 받으러 오세요,O B-COMMENT E-COMMENT
무 받으러 오세요,O B-COMMENT E-COMMENT
무순 받으러 오세요,O B-COMMENT E-COMMENT
무청 받으러 오세요,O B-COMMENT E-COMMENT
무시래기 받으러 오세요,O B-COMMENT E-COMMENT
단무지 받으러 오세요,O B-COMMENT E-COMMENT
무국물 받으러 오세요,O B-COMMENT E-COMMENT
무말랭이 받으러 오세요,O B-COMMENT E-COMMENT
무장아찌 받으러 오세요,O B-COMMENT E-COMMENT
물강활 받으러 오세요,O B-COMMENT E-COMMENT
물냉이 받으러 오세요,O B-COMMENT E-COMMENT
물쑥 받으러 오세요,O B-COMMENT E-COMMENT
미나리 받으러 오세요,O B-COMMENT E-COMMENT
돌미나리 받으러 오세요,O B-COMMENT E-COMMENT
물미나리 받으러 오세요,O B-COMMENT E-COMMENT
미니파프리카 받으러 오세요,O B-COMMENT E-COMMENT
민들레 받으러 오세요,O B-COMMENT E-COMMENT
바젤라 받으러 오세요,O B-COMMENT E-COMMENT
박 받으러 오세요,O B-COMMENT E-COMMENT
박고지 받으러 오세요,O B-COMMENT E-COMMENT
박쥐나무 받으러 오세요,O B-COMMENT E-COMMENT
밥취나물 받으러 오세요,O B-COMMENT E-COMMENT
방가지똥 받으러 오세요,O B-COMMENT E-COMMENT
방울다다기양배추 받으러 오세요,O B-COMMENT E-COMMENT
배암차즈기 받으러 오세요,O B-COMMENT E-COMMENT
배초향 받으러 오세요,O B-COMMENT E-COMMENT
배추 받으러 오세요,O B-COMMENT E-COMMENT
노랑봄배추 받으러 오세요,O B-COMMENT E-COMMENT
봄동 받으러 오세요,O B-COMMENT E-COMMENT
백모근 받으러 오세요,O B-COMMENT E-COMMENT
버드장이 받으러 오세요,O B-COMMENT E-COMMENT
뽕잎 받으러 오세요,O B-COMMENT E-COMMENT
부지갱이 받으러 오세요,O B-COMMENT E-COMMENT
부추 받으러 오세요,O B-COMMENT E-COMMENT
브로콜리 받으러 오세요,O B-COMMENT E-COMMENT
비름 받으러 오세요,O B-COMMENT E-COMMENT
비타민채 받으러 오세요,O B-COMMENT E-COMMENT
비트 받으러 오세요,O B-COMMENT E-COMMENT
사탕무 받으러 오세요,O B-COMMENT E-COMMENT
사탕수수 받으러 오세요,O B-COMMENT E-COMMENT
명이나물 받으러 오세요,O B-COMMENT E-COMMENT
삼나물 받으러 오세요,O B-COMMENT E-COMMENT
삼붕냐와 받으러 오세요,O B-COMMENT E-COMMENT
삼채 받으러 오세요,O B-COMMENT E-COMMENT
삽주나물 받으러 오세요,O B-COMMENT E-COMMENT
상추 받으러 오세요,O B-COMMENT E-COMMENT
생강줄기 받으러 오세요,O B-COMMENT E-COMMENT
생강 받으러 오세요,O B-COMMENT E-COMMENT
선인장 받으러 오세요,O B-COMMENT E-COMMENT
섬초롱 받으러 오세요,O B-COMMENT E-COMMENT
세발나물 받으러 오세요,O B-COMMENT E-COMMENT
셀러리 받으러 오세요,O B-COMMENT E-COMMENT
소리쟁이 받으러 오세요,O B-COMMENT E-COMMENT
솔장다리 받으러 오세요,O B-COMMENT E-COMMENT
쇠귀나물 받으러 오세요,O B-COMMENT E-COMMENT
수리취 받으러 오세요,O B-COMMENT E-COMMENT
순무 받으러 오세요,O B-COMMENT E-COMMENT
스테비아 받으러 오세요,O B-COMMENT E-COMMENT
시금치 받으러 오세요,O B-COMMENT E-COMMENT
신선초 받으러 오세요,O B-COMMENT E-COMMENT
쌈추 받으러 오세요,O B-COMMENT E-COMMENT
쑥 받으러 오세요,O B-COMMENT E-COMMENT
쑥갓 받으러 오세요,O B-COMMENT E-COMMENT
쑥부쟁이 받으러 오세요,O B-COMMENT E-COMMENT
씀바귀 받으러 오세요,O B-COMMENT E-COMMENT
아스파라거스 받으러 오세요,O B-COMMENT E-COMMENT
아욱 받으러 오세요,O B-COMMENT E-COMMENT
아이비카 받으러 오세요,O B-COMMENT E-COMMENT
아주까리 받으러 오세요,O B-COMMENT E-COMMENT
아티초크 받으러 오세요,O B-COMMENT E-COMMENT
알팔파 받으러 오세요,O B-COMMENT E-COMMENT
양배추 받으러 오세요,O B-COMMENT E-COMMENT
양상추 받으러 오세요,O B-COMMENT E-COMMENT
양파 받으러 오세요,O B-COMMENT E-COMMENT
양파링 받으러 오세요,O B-COMMENT E-COMMENT
양하 받으러 오세요,O B-COMMENT E-COMMENT
어수리 받으러 오세요,O B-COMMENT E-COMMENT
얼갈이배추 받으러 오세요,O B-COMMENT E-COMMENT
얼레지 받으러 오세요,O B-COMMENT E-COMMENT
엉겅퀴 받으러 오세요,O B-COMMENT E-COMMENT
여주 받으러 오세요,O B-COMMENT E-COMMENT
연근 받으러 오세요,O B-COMMENT E-COMMENT
열대비름 받으러 오세요,O B-COMMENT E-COMMENT
열무 받으러 오세요,O B-COMMENT E-COMMENT
염교 받으러 오세요,O B-COMMENT E-COMMENT
영아자 받으러 오세요,O B-COMMENT E-COMMENT
오이 받으러 오세요,O B-COMMENT E-COMMENT
오크라 받으러 오세요,O B-COMMENT E-COMMENT
왕호장잎 받으러 오세요,O B-COMMENT E-COMMENT
우엉 받으러 오세요,O B-COMMENT E-COMMENT
울금줄기 받으러 오세요,O B-COMMENT E-COMMENT
울외장아찌 받으러 오세요,O B-COMMENT E-COMMENT
원추리 받으러 오세요,O B-COMMENT E-COMMENT
유채 받으러 오세요,O B-COMMENT E-COMMENT
잇꽃 받으러 오세요,O B-COMMENT E-COMMENT
비비추 받으러 오세요,O B-COMMENT E-COMMENT
자운영 받으러 오세요,O B-COMMENT E-COMMENT
잔대 받으러 오세요,O B-COMMENT E-COMMENT
적하수오잎 받으러 오세요,O B-COMMENT E-COMMENT
전호 받으러 오세요,O B-COMMENT E-COMMENT
제비쑥 받으러 오세요,O B-COMMENT E-COMMENT
조뱅이 받으러 오세요,O B-COMMENT E-COMMENT
좀홍당무 받으러 오세요,O B-COMMENT E-COMMENT
죽순 받으러 오세요,O B-COMMENT E-COMMENT
줄나물 받으러 오세요,O B-COMMENT E-COMMENT
진달래꽃 받으러 오세요,O B-COMMENT E-COMMENT
질경이 받으러 오세요,O B-COMMENT E-COMMENT
참나물 받으러 오세요,O B-COMMENT E-COMMENT
참반디 받으러 오세요,O B-COMMENT E-COMMENT
참빗살나무 받으러 오세요,O B-COMMENT E-COMMENT
참죽나물 받으러 오세요,O B-COMMENT E-COMMENT
청경채 받으러 오세요,O B-COMMENT E-COMMENT
초석잠 받으러 오세요,O B-COMMENT E-COMMENT
총각무 받으러 오세요,O B-COMMENT E-COMMENT
치커리 받으러 오세요,O B-COMMENT E-COMMENT
칠면초 받으러 오세요,O B-COMMENT E-COMMENT
케일 받으러 오세요,O B-COMMENT E-COMMENT
콜라비 받으러 오세요,O B-COMMENT E-COMMENT
콩나물 받으러 오세요,O B-COMMENT E-COMMENT
콩잎 받으러 오세요,O B-COMMENT E-COMMENT
털머위 받으러 오세요,O B-COMMENT E-COMMENT
토마토 받으러 오세요,O B-COMMENT E-COMMENT
파 받으러 오세요,O B-COMMENT E-COMMENT
파드득나물 받으러 오세요,O B-COMMENT E-COMMENT
파슬리 받으러 오세요,O B-COMMENT E-COMMENT
파프리카 받으러 오세요,O B-COMMENT E-COMMENT
편강 받으러 오세요,O B-COMMENT E-COMMENT
피망 받으러 오세요,O B-COMMENT E-COMMENT
할라피뇨 받으러 오세요,O B-COMMENT E-COMMENT
해바라기 받으러 오세요,O B-COMMENT E-COMMENT
호박 받으러 오세요,O B-COMMENT E-COMMENT
단호박 받으러 오세요,O B-COMMENT E-COMMENT
애호박 받으러 오세요,O B-COMMENT E-COMMENT
쥬키니 받으러 오세요,O B-COMMENT E-COMMENT
호박즙 받으러 오세요,O B-COMMENT E-COMMENT
홑잎나물 받으러 오세요,O B-COMMENT E-COMMENT
검은비닐버섯 받으러 오세요,O B-COMMENT E-COMMENT
나도팽나무버섯 받으러 오세요,O B-COMMENT E-COMMENT
노루궁뎅이버섯 받으러 오세요,O B-COMMENT E-COMMENT
느타리버섯 받으러 오세요,O B-COMMENT E-COMMENT
노랑느타리버섯 받으러 오세요,O B-COMMENT E-COMMENT
분홍느타리버섯 받으러 오세요,O B-COMMENT E-COMMENT
여름느타리버섯 받으러 오세요,O B-COMMENT E-COMMENT
참타리버섯 받으러 오세요,O B-COMMENT E-COMMENT
청느타리버섯 받으러 오세요,O B-COMMENT E-COMMENT
느티만가닥버섯 받으러 오세요,O B-COMMENT E-COMMENT
능이버섯 받으러 오세요,O B-COMMENT E-COMMENT
만가닥버섯 받으러 오세요,O B-COMMENT E-COMMENT
밤버섯 받으러 오세요,O B-COMMENT E-COMMENT
버들송이버섯 받으러 오세요,O B-COMMENT E-COMMENT
상황버섯 받으러 오세요,O B-COMMENT E-COMMENT
석이버섯 받으러 오세요,O B-COMMENT E-COMMENT
송이버섯 받으러 오세요,O B-COMMENT E-COMMENT
싸리버섯 받으러 오세요,O B-COMMENT E-COMMENT
아위버섯 받으러 오세요,O B-COMMENT E-COMMENT
애느타리버섯 받으러 오세요,O B-COMMENT E-COMMENT
양송이버섯 받으러 오세요,O B-COMMENT E-COMMENT
영지버섯 받으러 오세요,O B-COMMENT E-COMMENT
율무느타리버섯 받으러 오세요,O B-COMMENT E-COMMENT
잣버섯 받으러 오세요,O B-COMMENT E-COMMENT
큰양송이버섯 받으러 오세요,O B-COMMENT E-COMMENT
팽이버섯 받으러 오세요,O B-COMMENT E-COMMENT
포타벨라 받으러 오세요,O B-COMMENT E-COMMENT
표고버섯 받으러 오세요,O B-COMMENT E-COMMENT
풀버섯 받으러 오세요,O B-COMMENT E-COMMENT
흰깔때기버섯 받으러 오세요,O B-COMMENT E-COMMENT
감 받으러 오세요,O B-COMMENT E-COMMENT
대봉 받으러 오세요,O B-COMMENT E-COMMENT
감말랭이 받으러 오세요,O B-COMMENT E-COMMENT
곶감 받으러 오세요,O B-COMMENT E-COMMENT
구아바 받으러 오세요,O B-COMMENT E-COMMENT
구즈베리 받으러 오세요,O B-COMMENT E-COMMENT
귤 받으러 오세요,O B-COMMENT E-COMMENT
한라봉 받으러 오세요,O B-COMMENT E-COMMENT
천혜향 받으러 오세요,O B-COMMENT E-COMMENT
금귤 받으러 오세요,O B-COMMENT E-COMMENT
다래 받으러 오세요,O B-COMMENT E-COMMENT
대추 받으러 오세요,O B-COMMENT E-COMMENT
대추야자 받으러 오세요,O B-COMMENT E-COMMENT
두리안 받으러 오세요,O B-COMMENT E-COMMENT
라임 받으러 오세요,O B-COMMENT E-COMMENT
라즈베리 받으러 오세요,O B-COMMENT E-COMMENT
레몬 받으러 오세요,O B-COMMENT E-COMMENT
롱안 받으러 오세요,O B-COMMENT E-COMMENT
리치 받으러 오세요,O B-COMMENT E-COMMENT
애플망고 받으러 오세요,O B-COMMENT E-COMMENT
망고스틴 받으러 오세요,O B-COMMENT E-COMMENT
매실 받으러 오세요,O B-COMMENT E-COMMENT
매실청 받으러 오세요,O B-COMMENT E-COMMENT
머루 받으러 오세요,O B-COMMENT E-COMMENT
멜론 받으러 오세요,O B-COMMENT E-COMMENT
모과 받으러 오세요,O B-COMMENT E-COMMENT
무화과 받으러 오세요,O B-COMMENT E-COMMENT
바나나칩 받으러 오세요,O B-COMMENT E-COMMENT
배 받으러 오세요,O B-COMMENT E-COMMENT
배즙 받으러 오세요,O B-COMMENT E-COMMENT
버찌 받으러 오세요,O B-COMMENT E-COMMENT
복분자 받으러 오세요,O B-COMMENT E-COMMENT
미숙 받으러 오세요,O B-COMMENT E-COMMENT
백도 받으러 오세요,O B-COMMENT E-COMMENT
천도 받으러 오세요,O B-COMMENT E-COMMENT
황도 받으러 오세요,O B-COMMENT E-COMMENT
천중도 받으러 오세요,O B-COMMENT E-COMMENT
넥타 받으러 오세요,O B-COMMENT E-COMMENT
잼 받으러 오세요,O B-COMMENT E-COMMENT
블랙베리 받으러 오세요,O B-COMMENT E-COMMENT
블랙커런트 받으러 오세요,O B-COMMENT E-COMMENT
비파 받으러 오세요,O B-COMMENT E-COMMENT
사과 받으러 오세요,O B-COMMENT E-COMMENT
산딸기 받으러 오세요,O B-COMMENT E-COMMENT
살구 받으러 오세요,O B-COMMENT E-COMMENT
석류 받으러 오세요,O B-COMMENT E-COMMENT
소귀나무 받으러 오세요,O B-COMMENT E-COMMENT
수박 받으러 오세요,O B-COMMENT E-COMMENT
산자나무 받으러 오세요,O B-COMMENT E-COMMENT
아떼모야 받으러 오세요,O B-COMMENT E-COMMENT
아로니아 받으러 오세요,O B-COMMENT E-COMMENT
아보카도 받으러 오세요,O B-COMMENT E-COMMENT
아세로라 받으러 오세요,O B-COMMENT E-COMMENT
애플수박 받으러 오세요,O B-COMMENT E-COMMENT
앵두 받으러 오세요,O B-COMMENT E-COMMENT
엘더베리 받으러 오세요,O B-COMMENT E-COMMENT
오디 받으러 오세요,O B-COMMENT E-COMMENT
오렴자 받으러 오세요,O B-COMMENT E-COMMENT
오미자 받으러 오세요,O B-COMMENT E-COMMENT
오미자청 받으러 오세요,O B-COMMENT E-COMMENT
올리브 받으러 오세요,O B-COMMENT E-COMMENT
용과 받으러 오세요,O B-COMMENT E-COMMENT
유자 받으러 오세요,O B-COMMENT E-COMMENT
으름 받으러 오세요,O B-COMMENT E-COMMENT
자두 받으러 오세요,O B-COMMENT E-COMMENT
그레이프프루트 받으러 오세요,O B-COMMENT E-COMMENT
자몽 받으러 오세요,O B-COMMENT E-COMMENT
잭프루트 받으러 오세요,O B-COMMENT E-COMMENT
참외 받으러 오세요,O B-COMMENT E-COMMENT
체리 받으러 오세요,O B-COMMENT E-COMMENT
칼슘나무 받으러 오세요,O B-COMMENT E-COMMENT
크랜베리 받으러 오세요,O B-COMMENT E-COMMENT
키위 받으러 오세요,O B-COMMENT E-COMMENT
탱자 받으러 오세요,O B-COMMENT E-COMMENT
파인애플 받으러 오세요,O B-COMMENT E-COMMENT
파파야 받으러 오세요,O B-COMMENT E-COMMENT
패션프루트 받으러 오세요,O B-COMMENT E-COMMENT
거봉 받으러 오세요,O B-COMMENT E-COMMENT
캠벨얼리 받으러 오세요,O B-COMMENT E-COMMENT
청포도 받으러 오세요,O B-COMMENT E-COMMENT
샤인머스켓 받으러 오세요,O B-COMMENT E-COMMENT
포도주스 받으러 오세요,O B-COMMENT E-COMMENT
플럼코트 받으러 오세요,O B-COMMENT E-COMMENT
개구리고기 받으러 오세요,O B-COMMENT E-COMMENT
고래고기 받으러 오세요,O B-COMMENT E-COMMENT
고래 받으러 오세요,O B-COMMENT E-COMMENT
꿩 받으러 오세요,O B-COMMENT E-COMMENT
꿩고기 받으러 오세요,O B-COMMENT E-COMMENT
닭고기 받으러 오세요,O B-COMMENT E-COMMENT
닭 받으러 오세요,O B-COMMENT E-COMMENT
소시지 받으러 오세요,O B-COMMENT E-COMMENT
포크커틀릿 받으러 오세요,O B-COMMENT E-COMMENT
베이컨 받으러 오세요,O B-COMMENT E-COMMENT
메추리고기 받으러 오세요,O B-COMMENT E-COMMENT
